Chrom,Start,End,CenName,Type,Class,Size
chr14,4086229,4358753,bsat_14_8(LSAU-BSAT_Composite),bsat,βSat,272524
chr14,4358753,4374370,ct_14_29,ct,NonSat,15617
chr14,4374370,4376964,"bsat_14_7(LSAU-BSAT_Composite,no_beta)",bsat,βSat,2594
chr14,4376964,4377796,"censat_14_14(rnd-6_family-13719,20)",censat,OtherSat,832
chr14,4377796,4526458,ct_14_26,ct,NonSat,148662
chr14,4526458,4551414,censat_14_17(CER),censat,OtherSat,24956
chr14,4551414,4662667,ct_14_30,ct,NonSat,111253
chr14,4662667,4699720,hsat3_14_8(A4),hsat3,HSat3,37053
chr14,4699720,4924998,hsat3_14_9(B2),hsat3,HSat3,225278
chr14,4924998,4974093,ct_14_31,ct,NonSat,49095
chr14,4974093,5419772,bsat_14_9(LSAU-BSAT_Composite),bsat,βSat,445679
chr14,5419772,5593325,"hsat3_14_10(A4,A2)",hsat3,HSat3,173553
chr14,5593325,5699702,ct_14_32,ct,NonSat,106377
chr14,5699702,5704320,censat_14_18(CER),censat,OtherSat,4618
chr14,5704320,5705560,hsat5_14_7(HSat5),hsat5,OtherSat,1240
chr14,5705560,5718045,ct_14_33,ct,NonSat,12485
chr14,5718045,5720181,hsat5_14_8(HSat5),hsat5,OtherSat,2136
chr14,5720181,5737307,ct_14_34,ct,NonSat,17126
chr14,5737307,5738656,hsat5_14_9(HSat5),hsat5,OtherSat,1349
chr14,5738656,5791601,ct_14_35,ct,NonSat,52945
chr14,5791601,5793723,censat_14_19(SATR),censat,OtherSat,2122
chr14,5793723,5796647,ct_14_36,ct,NonSat,2924
chr14,5796647,5800474,censat_14_20(SATR),censat,OtherSat,3827
chr14,5800474,5824968,ct_14_37,ct,NonSat,24494
chr14,5824968,5828980,gsat_14_5(GSATII/TAR),gsat,OtherSat,4012
chr14,5828980,5835013,censat_14_21(ACRO_composite),censat,OtherSat,6033
chr14,5835013,5841450,ct_14_38,ct,NonSat,6437
chr14,5841450,5842680,hsat5_14_10(HSat5),hsat5,OtherSat,1230
chr14,5842680,5846873,censat_14_22(CER),censat,OtherSat,4193
chr14,5846873,5886566,ct_14_39,ct,NonSat,39693
chr14,5886566,5899451,hsat3_14_11(B3),hsat3,HSat3,12885
chr14,5899451,5939240,"hsat1_14_4(HSat1A,B)",hsat1,HSat1,39789
chr14,5939240,5997299,ct_14_40,ct,NonSat,58059
chr14,5997299,5997583,censat_14_23(rnd-6_family-4384),censat,OtherSat,284
chr14,5997583,6007867,ct_14_41,ct,NonSat,10284
chr14,6007867,6008372,censat_14_24(rnd-6_family-4384),censat,OtherSat,505
chr14,6008372,6031537,ct_14_42,ct,NonSat,23165
chr14,6031537,6118542,"hsat3_14_12(A1,A4)",hsat3,HSat3,87005
chr14,6118542,6199662,mon_14_1,mon,αSat-Other,81120
chr14,6199662,6260270,hsat3_14_13(A4),hsat3,HSat3,60608
chr14,6260270,6314167,mon_14_2,mon,αSat-Other,53897
chr14,6314167,6321911,hsat3_14_14(A4),hsat3,HSat3,7744
chr14,6321911,6397784,mon_14_3,mon,αSat-Other,75873
chr14,6397784,6402296,hsat3_14_15(A4),hsat3,HSat3,4512
chr14,6402296,6442583,mon_14_4,mon,αSat-Other,40287
chr14,6442583,6559657,ct_14_43,ct,NonSat,117074
chr14,6559657,6561849,"bsat_14_10(LSAU-BSAT_Composite,no_beta)",bsat,βSat,2192
chr14,6561849,6565138,"censat_14_25(rnd-6_family-13719,20)",censat,OtherSat,3289
chr14,6565138,6666811,ct_14_44,ct,NonSat,101673
chr14,6666811,6675927,censat_14_26(rnd-1_family-0),censat,OtherSat,9116
chr14,6675927,6680374,gsat_14_6(GSATII/TAR),gsat,OtherSat,4447
chr14,6680374,6682281,censat_14_27(SST1_Composite),censat,OtherSat,1907
chr14,6682281,6960007,ct_14_45,ct,NonSat,277726
chr14,6960007,6988409,censat_14_28(SST_Composite),censat,OtherSat,28402
chr14,6988409,7205438,ct_14_46,ct,NonSat,217029
chr14,7205438,7206435,censat_14_29(SST_Composite),censat,OtherSat,997
chr14,7206435,7220145,ct_14_47,ct,NonSat,13710
chr14,7220145,7222087,censat_14_30(rnd-1_family-0),censat,OtherSat,1942
chr14,7222087,7342312,ct_14_48,ct,NonSat,120225
chr14,7342312,7439251,"hsat3_14_16(A4,A1)",hsat3,HSat3,96939
chr14,7439251,7445759,mon_14_5,mon,αSat-Other,6508
chr14,7445759,7524140,hor_14_1(S5C13/14/21H2),hor,αSat-Inactive,78381
chr14,7524140,7614054,mon_14_6,mon,αSat-Other,89914
chr14,7614054,7642456,ct_14_49,ct,NonSat,28402
chr14,7642456,7650083,"bsat_14_11(LSAU-BSAT_Composite,no_beta)",bsat,βSat,7627
chr14,7650083,7651614,"censat_14_31(rnd-6_family-13719,20)",censat,OtherSat,1531
chr14,7651614,7730544,ct_14_50,ct,NonSat,78930
chr14,7730544,7733835,"censat_14_32(rnd-6_family-13719,20)",censat,OtherSat,3291
chr14,7733835,7735996,"bsat_14_12(LSAU-BSAT_Composite,no_beta)",bsat,βSat,2161
chr14,7735996,7861537,ct_14_51,ct,NonSat,125541
chr14,7861537,7921487,mon_14_7,mon,αSat-Other,59950
chr14,7921487,7933137,hsat3_14_17(A4),hsat3,HSat3,11650
chr14,7933137,7980600,mon_14_8,mon,αSat-Other,47463
chr14,7980600,8005258,hsat3_14_18(A4),hsat3,HSat3,24658
chr14,8005258,8146948,mon_14_9,mon,αSat-Other,141690
chr14,8146948,8220303,hor_14_2(S4/6C13/14/21H1),hor,αSat-Inactive,73355
chr14,8220303,8233032,mon_14_10,mon,αSat-Other,12729
chr14,8233032,8315216,"hsat3_14_19(A2,A4)",hsat3,HSat3,82184
chr14,8315216,8336545,ct_14_52,ct,NonSat,21329
chr14,8336545,8337273,censat_14_33(rnd-6_family-4384),censat,OtherSat,728
chr14,8337273,8362704,ct_14_53,ct,NonSat,25431
chr14,8362704,8364470,censat_14_34(rnd-6_family-4384),censat,OtherSat,1766
chr14,8364470,8381647,ct_14_54,ct,NonSat,17177
chr14,8381647,8384690,censat_14_35(rnd-1_family-0),censat,OtherSat,3043
chr14,8384690,8432916,ct_14_55,ct,NonSat,48226
chr14,8432916,8434937,censat_14_36(rnd-6_family-4384),censat,OtherSat,2021
chr14,8434937,8477008,ct_14_56,ct,NonSat,42071
chr14,8477008,8477831,censat_14_37(rnd-6_family-4384),censat,OtherSat,823
chr14,8477831,8604781,ct_14_57,ct,NonSat,126950
chr14,8604781,8606018,censat_14_38(rnd-6_family-4384),censat,OtherSat,1237
chr14,8606018,8649801,ct_14_58,ct,NonSat,43783
chr14,8649801,8651571,censat_14_39(rnd-6_family-4384),censat,OtherSat,1770
chr14,8651571,8700904,ct_14_59,ct,NonSat,49333
chr14,8700904,8704045,censat_14_40(rnd-1_family-0),censat,OtherSat,3141
chr14,8704045,8720107,ct_14_60,ct,NonSat,16062
chr14,8720107,8723407,censat_14_41(rnd-6_family-4384),censat,OtherSat,3300
chr14,8723407,8750209,ct_14_61,ct,NonSat,26802
chr14,8750209,8751019,censat_14_42(rnd-6_family-4384),censat,OtherSat,810
chr14,8751019,8772611,ct_14_62,ct,NonSat,21592
chr14,8772611,8881505,"hsat3_14_20(A2,A4)",hsat3,HSat3,108894
chr14,8881505,9059262,mon_14_11,mon,αSat-Other,177757
chr14,9059262,9216586,hsat3_14_21(A4),hsat3,HSat3,157324
chr14,9216586,9276576,mon_14_12,mon,αSat-Other,59990
chr14,9276576,9288919,hsat3_14_22(A4),hsat3,HSat3,12343
chr14,9288919,9410459,mon_14_13,mon,αSat-Other,121540
chr14,9410459,9532583,ct_14_63,ct,NonSat,122124
chr14,9532583,9534775,"bsat_14_13(LSAU-BSAT_Composite,no_beta)",bsat,βSat,2192
chr14,9534775,9537974,"censat_14_43(rnd-6_family-13719,20)",censat,OtherSat,3199
chr14,9537974,9546814,ct_14_64,ct,NonSat,8840
chr14,9546814,9565812,mon_14_14,mon,αSat-Other,18998
chr14,9565812,9641816,ct_14_65,ct,NonSat,76004
chr14,9641816,9643249,"censat_14_44(rnd-6_family-13719,20)",censat,OtherSat,1433
chr14,9643249,9650986,"bsat_14_14(LSAU-BSAT_Composite,no_beta)",bsat,βSat,7737
chr14,9650986,9680573,ct_14_66,ct,NonSat,29587
chr14,9680573,9712130,mon_14_15,mon,αSat-Other,31557
chr14,9712130,9727541,hsat1_14_5(HSat1A),hsat1,HSat1,15411
chr14,9727541,9761816,mon_14_16,mon,αSat-Other,34275
chr14,9761816,9782799,hsat3_14_23(A4),hsat3,HSat3,20983
chr14,9782799,9857282,mon_14_17,mon,αSat-Other,74483
chr14,9857282,9885813,ct_14_67,ct,NonSat,28531
chr14,9885813,9893448,"bsat_14_15(LSAU-BSAT_Composite,no_beta)",bsat,βSat,7635
chr14,9893448,9894992,"censat_14_45(rnd-6_family-13719,20)",censat,OtherSat,1544
chr14,9894992,9968887,ct_14_68,ct,NonSat,73895
chr14,9968887,9971447,"censat_14_46(rnd-6_family-13719,20)",censat,OtherSat,2560
chr14,9971447,9974308,"bsat_14_16(LSAU-BSAT_Composite,no_beta)",bsat,βSat,2861
chr14,9974308,10067391,ct_14_69,ct,NonSat,93083
chr14,10067391,10092112,"dhor_14_1(SF02,SF2)",dhor,αSat-Other,24721
chr14,10092112,12708411,hor_14_3(S2C14/22H1L),hor,αSat-Active,2616299
chr14,12708411,12740173,"dhor_14_2(SF2,SF02)",dhor,αSat-Other,31762
chr14,12740173,12783540,mon_14_18,mon,αSat-Other,43367
chr14,12783540,12923915,ct_14_70,ct,NonSat,140375
chr14,12923915,13047417,censat_14_47(CER),censat,OtherSat,123502
chr14,13047417,13088420,ct_14_71,ct,NonSat,41003
chr14,13088420,13094623,censat_14_48(rnd-1_family-0),censat,OtherSat,6203
chr14,13094623,13355135,ct_14_72,ct,NonSat,260512
chr14,13355135,13356143,mon_14_19,mon,αSat-Other,1008
chr14,13356143,13470156,ct_14_73,ct,NonSat,114013
chr14,13470156,13472675,gsat_14_7(GSATII),gsat,OtherSat,2519
chr14,13472675,13483436,censat_14_49(rnd-1_family-0),censat,OtherSat,10761
chr14,13483436,13544095,ct_14_74,ct,NonSat,60659
chr14,13544095,13553224,censat_14_50(rnd-1_family-0),censat,OtherSat,9129
chr14,13553224,13556145,gsat_14_8(GSATII),gsat,OtherSat,2921
chr14,13556145,13670135,ct_14_75,ct,NonSat,113990
chr14,13670135,13671143,mon_14_20,mon,αSat-Other,1008
chr15,0,6007,tar_15_1,tar,OtherSat,6007
chr15,6007,69641,ct_15_1,ct,NonSat,63634
chr15,69641,161466,censat_15_1(ACRO_composite),censat,OtherSat,91825
chr15,161466,161973,ct_15_2,ct,NonSat,507
chr15,161973,164114,censat_15_2(rnd-1_family-0),censat,OtherSat,2141
chr15,164114,164142,ct_15_3,ct,NonSat,28
chr15,164142,170289,gsat_15_1(GSATII/TAR),gsat,OtherSat,6147
chr15,170289,187614,ct_15_4,ct,NonSat,17325
chr15,187614,191464,censat_15_3(SATR),censat,OtherSat,3850
chr15,191464,331905,ct_15_5,ct,NonSat,140441
chr15,331905,354553,hsat3_15_1(A4),hsat3,HSat3,22648
chr15,354553,1097810,bsat_15_1(LSAU-BSAT_Composite),bsat,βSat,743257
chr15,1097810,1236149,hsat3_15_2(B4),hsat3,HSat3,138339
chr15,1236149,1533887,hsat1_15_1(HSat1A),hsat1,HSat1,297738
chr15,1533887,1560853,bsat_15_2(LSAU-BSAT_Composite),bsat,βSat,26966
chr15,1560853,1664622,"hsat3_15_3(A4,A2,B3)",hsat3,HSat3,103769
chr15,1664622,1775887,ct_15_6,ct,NonSat,111265
chr15,1775887,1777311,censat_15_4(CER),censat,OtherSat,1424
chr15,1777311,1778560,hsat5_15_1(HSat5),hsat5,OtherSat,1249
chr15,1778560,1782164,ct_15_7,ct,NonSat,3604
chr15,1782164,1783533,hsat5_15_2(HSat5),hsat5,OtherSat,1369
chr15,1783533,1836850,ct_15_8,ct,NonSat,53317
chr15,1836850,1838985,censat_15_5(SATR),censat,OtherSat,2135
chr15,1838985,1841907,ct_15_9,ct,NonSat,2922
chr15,1841907,1845474,censat_15_6(SATR),censat,OtherSat,3567
chr15,1845474,1870275,ct_15_10,ct,NonSat,24801
chr15,1870275,2058686,censat_15_7(ACRO_composite),censat,OtherSat,188411
chr15,2058686,2075682,ct_15_11,ct,NonSat,16996
chr15,2075682,2164545,censat_15_8(CER),censat,OtherSat,88863
chr15,2164545,2188255,ct_15_12,ct,NonSat,23710
chr15,2188255,2190896,gsat_15_2(GSATII),gsat,OtherSat,2641
chr15,2190896,2196050,ct_15_13,ct,NonSat,5154
chr15,2196050,2208273,bsat_15_3,bsat,βSat,12223
chr15,2208273,2375935,ct_15_14,ct,NonSat,167662
chr15,2375935,2388410,bsat_15_4,bsat,βSat,12475
chr15,2388410,2506442,ct_15_15,ct,NonSat,118032
chr15,2506442,4707485,rDNA_15_1,rDNA,rDNA,2201043
chr15,4707485,4715610,censat_15_9(ACRO_composite),censat,OtherSat,8125
chr15,4715610,4748438,ct_15_16,ct,NonSat,32828
chr15,4748438,4757491,censat_15_10(rnd-1_family-0),censat,OtherSat,9053
chr15,4757491,4764748,gsat_15_3(GSATII/TAR),gsat,OtherSat,7257
chr15,4764748,4789157,ct_15_17,ct,NonSat,24409
chr15,4789157,4793009,censat_15_11(SATR),censat,OtherSat,3852
chr15,4793009,4795938,ct_15_18,ct,NonSat,2929
chr15,4795938,4797985,censat_15_12(SATR),censat,OtherSat,2047
chr15,4797985,4843967,ct_15_19,ct,NonSat,45982
chr15,4843967,4845202,hsat5_15_3(HSat5),hsat5,OtherSat,1235
chr15,4845202,4846912,censat_15_13(CER),censat,OtherSat,1710
chr15,4846912,4953627,ct_15_20,ct,NonSat,106715
chr15,4953627,4987006,hsat3_15_4(A4),hsat3,HSat3,33379
chr15,4987006,5151806,bsat_15_5(LSAU-BSAT_Composite),bsat,βSat,164800
chr15,5151806,5158321,hsat1_15_2(HSat1A),hsat1,HSat1,6515
chr15,5158321,5251163,"hsat3_15_5(B3,A1)",hsat3,HSat3,92842
chr15,5251163,5300649,ct_15_21,ct,NonSat,49486
chr15,5300649,5316064,bsat_15_6,bsat,βSat,15415
chr15,5316064,5327443,hsat3_15_6(A4),hsat3,HSat3,11379
chr15,5327443,5527068,ct_15_22,ct,NonSat,199625
chr15,5527068,5975856,"hsat1_15_3(HSat1B,A))",hsat1,HSat1,448788
chr15,5975856,13968808,"hsat3_15_7(A5,A2)",hsat3,HSat3,7992952
chr15,13968808,14132447,mon_15_1,mon,αSat-Other,163639
chr15,14132447,14190845,hsat3_15_8(A4),hsat3,HSat3,58398
chr15,14190845,14245420,mon_15_2,mon,αSat-Other,54575
chr15,14245420,14256873,hsat3_15_9(A4),hsat3,HSat3,11453
chr15,14256873,14347478,mon_15_3,mon,αSat-Other,90605
chr15,14347478,14359426,hsat3_15_10(A4),hsat3,HSat3,11948
chr15,14359426,14431199,mon_15_4,mon,αSat-Other,71773
chr15,14431199,14556514,ct_15_23,ct,NonSat,125315
chr15,14556514,14558671,"bsat_15_7(LSAU-BSAT_Composite,no_beta)",bsat,βSat,2157
chr15,14558671,14561972,"censat_15_14(rnd-6_family-13719,20)",censat,OtherSat,3301
chr15,14561972,14640870,ct_15_24,ct,NonSat,78898
chr15,14640870,14642336,"censat_15_15(rnd-6_family-13719,20)",censat,OtherSat,1466
chr15,14642336,14650039,"bsat_15_8(LSAU-BSAT_Composite,no_beta)",bsat,βSat,7703
chr15,14650039,14674291,ct_15_25,ct,NonSat,24252
chr15,14674291,14750851,mon_15_5,mon,αSat-Other,76560
chr15,14750851,14776838,hsat3_15_11(A4),hsat3,HSat3,25987
chr15,14776838,14924602,ct_15_26,ct,NonSat,147764
chr15,14924602,14926795,"bsat_15_9(LSAU-BSAT_Composite,no_beta)",bsat,βSat,2193
chr15,14926795,14930017,"censat_15_16(rnd-6_family-13719,20)",censat,OtherSat,3222
chr15,14930017,14938892,ct_15_27,ct,NonSat,8875
chr15,14938892,14990182,mon_15_6,mon,αSat-Other,51290
chr15,14990182,15061026,ct_15_28,ct,NonSat,70844
chr15,15061026,15062219,"censat_15_17(rnd-6_family-13719,20)",censat,OtherSat,1193
chr15,15062219,15069957,"bsat_15_10(LSAU-BSAT_Composite,no_beta)",bsat,βSat,7738
chr15,15069957,15098161,ct_15_29,ct,NonSat,28204
chr15,15098161,15219741,mon_15_7,mon,αSat-Other,121580
chr15,15219741,15402797,hsat3_15_12(A4),hsat3,HSat3,183056
chr15,15402797,15415981,mon_15_8,mon,αSat-Other,13184
chr15,15415981,15493810,hor_15_1(S4C15H3-B),hor,αSat-Inactive,77829
chr15,15493810,15692696,hor_15_2(S4C15H3-A),hor,αSat-Inactive,198886
chr15,15692696,15764130,mon_15_9,mon,αSat-Other,71434
chr15,15764130,15782418,hsat3_15_13(A4),hsat3,HSat3,18288
chr15,15782418,15828677,mon_15_10,mon,αSat-Other,46259
chr15,15828677,15874563,hsat3_15_14(A4),hsat3,HSat3,45886
chr15,15874563,15996634,mon_15_11,mon,αSat-Other,122071
chr15,15996634,16555605,hor_15_3(S4C15H2),hor,αSat-Inactive,558971
chr15,16555605,16606151,ct_15_30,ct,NonSat,50546
chr15,16606151,16608673,"censat_15_18(rnd-6_family-13719,20)",censat,OtherSat,2522
chr15,16608673,16664460,ct_15_31,ct,NonSat,55787
chr15,16664460,16678794,"dhor_15_1(SF02,SF2)",dhor,αSat-Other,14334
chr15,16678794,17694466,hor_15_4(S2C15H1L),hor,αSat-Active,1015672
chr15,17694466,17742478,mon_15_12,mon,αSat-Other,48012
chr15,17742478,17742569,censat_15_19(CER),censat,OtherSat,91
chr15,17742569,17802623,ct_15_32,ct,NonSat,60054
chr15,17802623,17803085,censat_15_20(rnd-6_family-4384),censat,OtherSat,462
chr15,17803085,17847229,ct_15_33,ct,NonSat,44144
chr15,17847229,17848649,censat_15_21(rnd-6_family-4384),censat,OtherSat,1420
chr15,17848649,18004794,ct_15_34,ct,NonSat,156145
chr15,18004794,18015058,censat_15_22(TGGCTTGGCn),censat,OtherSat,10264
chr15,18015058,20712066,ct_15_35,ct,NonSat,2697008
chr15,20712066,20733976,censat_15_23(NovelTandem),censat,OtherSat,21910
chr15,20733976,22489670,ct_15_36,ct,NonSat,1755694
chr15,22489670,22489964,mon_15_13,mon,αSat-Other,294
chr16,32625033,32626021,censat_16_1(rnd-1_family-1),censat,OtherSat,988
chr16,32626021,32652620,ct_16_2,ct,NonSat,26599
chr16,32652620,32652865,bsat_16_1,bsat,βSat,245
chr16,32652865,32665872,ct_16_3,ct,NonSat,13007
chr16,32665872,32666160,censat_16_2(rnd-6_family-4384),censat,OtherSat,288
chr16,32666160,32669334,ct_16_4,ct,NonSat,3174
chr16,32669334,32702325,censat_16_3(TGGCTTGGCn),censat,OtherSat,32991
chr16,32702325,32747526,ct_16_5,ct,NonSat,45201
chr16,32747526,32751486,censat_16_4(CATCTn),censat,OtherSat,3960
chr16,32751486,32894438,ct_16_6,ct,NonSat,142952
chr16,32894438,32894883,censat_16_5(rnd-6_family-4384),censat,OtherSat,445
chr16,32894883,32897683,ct_16_7,ct,NonSat,2800
chr16,32897683,33006667,mon_16_1,mon,αSat-Other,108984
chr16,33006667,33014571,ct_16_8,ct,NonSat,7904
chr16,33014571,33014778,hsat1_16_1(HSat1B),hsat1,HSat1,207
chr16,33014778,33065531,ct_16_9,ct,NonSat,50753
chr16,33065531,33065832,censat_16_6(rnd-6_family-4384),censat,OtherSat,301
chr16,33065832,33078458,ct_16_10,ct,NonSat,12626
chr16,33078458,33078704,bsat_16_2,bsat,βSat,246
chr16,33078704,33105288,ct_16_11,ct,NonSat,26584
chr16,33105288,33106276,censat_16_7(rnd-1_family-1),censat,OtherSat,988
chr16,33106276,33225114,ct_16_12,ct,NonSat,118838
chr16,33225114,33225935,censat_16_8(rnd-6_family-4384),censat,OtherSat,821
chr16,33225935,33254078,ct_16_13,ct,NonSat,28143
chr16,33254078,33256757,censat_16_9(rnd-6_family-4384),censat,OtherSat,2679
chr16,33256757,33437708,ct_16_14,ct,NonSat,180951
chr16,33437708,33438331,censat_16_10(rnd-6_family-4384),censat,OtherSat,623
chr16,33438331,33472263,ct_16_15,ct,NonSat,33932
chr16,33472263,33473264,censat_16_11(rnd-6_family-4384),censat,OtherSat,1001
chr16,33473264,33592843,ct_16_16,ct,NonSat,119579
chr16,33592843,33593831,censat_16_12(rnd-1_family-1),censat,OtherSat,988
chr16,33593831,33620415,ct_16_17,ct,NonSat,26584
chr16,33620415,33620661,bsat_16_3,bsat,βSat,246
chr16,33620661,33633298,ct_16_18,ct,NonSat,12637
chr16,33633298,33633609,censat_16_13(rnd-6_family-4384),censat,OtherSat,311
chr16,33633609,33636789,ct_16_19,ct,NonSat,3180
chr16,33636789,33669365,censat_16_14(TGGCTTGGCn),censat,OtherSat,32576
chr16,33669365,33714217,ct_16_20,ct,NonSat,44852
chr16,33714217,33718199,censat_16_15(CATCTn),censat,OtherSat,3982
chr16,33718199,33945143,ct_16_21,ct,NonSat,226944
chr16,33945143,33945332,censat_16_16(rnd-6_family-4384),censat,OtherSat,189
chr16,33945332,34181766,ct_16_22,ct,NonSat,236434
chr16,34181766,34182371,censat_16_17(rnd-6_family-4384),censat,OtherSat,605
chr16,34182371,34216319,ct_16_23,ct,NonSat,33948
chr16,34216319,34217388,censat_16_18(rnd-6_family-4384),censat,OtherSat,1069
chr16,34217388,34338858,ct_16_24,ct,NonSat,121470
chr16,34338858,34339846,censat_16_19(rnd-1_family-1),censat,OtherSat,988
chr16,34339846,34366440,ct_16_25,ct,NonSat,26594
chr16,34366440,34366686,bsat_16_4,bsat,βSat,246
chr16,34366686,34379686,ct_16_26,ct,NonSat,13000
chr16,34379686,34379976,censat_16_20(rnd-6_family-4384),censat,OtherSat,290
chr16,34379976,34431452,ct_16_27,ct,NonSat,51476
chr16,34431452,34431659,hsat1_16_2(HSat1B),hsat1,HSat1,207
chr16,34431659,34439565,ct_16_28,ct,NonSat,7906
chr16,34439565,34577605,mon_16_2,mon,αSat-Other,138040
chr16,34577605,34725219,ct_16_29,ct,NonSat,147614
chr16,34725219,34731720,censat_16_21(TGGCCCn),censat,OtherSat,6501
chr16,34731720,34776668,ct_16_30,ct,NonSat,44948
chr16,34776668,34779228,"censat_16_22(GCCAAGCCAn,A-rich)",censat,OtherSat,2560
chr16,34779228,34813748,ct_16_31,ct,NonSat,34520
chr16,34813748,34815594,mon_16_3,mon,αSat-Other,1846
chr16,34815594,34824062,ct_16_32,ct,NonSat,8468
chr16,34824062,34827380,censat_16_23(TGGCTTGGCn),censat,OtherSat,3318
chr16,34827380,34850231,ct_16_33,ct,NonSat,22851
chr16,34850231,34853968,censat_16_24(CATCTn),censat,OtherSat,3737
chr16,34853968,35342872,ct_16_34,ct,NonSat,488904
chr16,35342872,35343073,censat_16_25(rnd-6_family-4384),censat,OtherSat,201
chr16,35343073,35586973,ct_16_35,ct,NonSat,243900
chr16,35586973,35587482,censat_16_26(rnd-6_family-4384),censat,OtherSat,509
chr16,35587482,35622336,ct_16_36,ct,NonSat,34854
chr16,35622336,35623355,censat_16_27(rnd-6_family-4384),censat,OtherSat,1019
chr16,35623355,35634414,ct_16_37,ct,NonSat,11059
chr16,35634414,35643986,hsat3_16_1(A4),hsat3,HSat3,9572
chr16,35643986,35644992,hsat2_16_1(B),hsat2,HSat2,1006
chr16,35644992,35645995,hsat3_16_2(A4),hsat3,HSat3,1003
chr16,35645995,35649005,hsat2_16_2(B),hsat2,HSat2,3010
chr16,35649005,35650995,hsat3_16_3(A4),hsat3,HSat3,1990
chr16,35650995,35662994,hsat2_16_3(B),hsat2,HSat2,11999
chr16,35662994,35663995,hsat3_16_4(A4),hsat3,HSat3,1001
chr16,35663995,35673994,hsat2_16_4(B),hsat2,HSat2,9999
chr16,35673994,35677618,hsat3_16_5(A4),hsat3,HSat3,3624
chr16,35677618,35696235,mon_16_4,mon,αSat-Other,18617
chr16,35696235,35710518,ct_16_38,ct,NonSat,14283
chr16,35710518,35711999,"censat_16_28(rnd-6_family-13719,20)",censat,OtherSat,1481
chr16,35711999,35720670,"bsat_16_5(LSAU-BSAT_Composite,no_beta)",bsat,βSat,8671
chr16,35720670,35743653,ct_16_39,ct,NonSat,22983
chr16,35743653,35794951,mon_16_5,mon,αSat-Other,51298
chr16,35794951,35828954,dhor_16_1(S02CMH2d),dhor,αSat-Other,34003
chr16,35828954,35831856,dhor_16_2(S2CMH4d),dhor,αSat-Other,2902
chr16,35831856,35834066,dhor_16_3(SF2),dhor,αSat-Other,2210
chr16,35834066,35841873,hor_16_1(S2C16H2-A),hor,αSat-Inactive,7807
chr16,35841873,35844950,ct_16_40,ct,NonSat,3077
chr16,35844950,35848286,hor_16_2(S2C16H2-A),hor,αSat-Inactive,3336
chr16,35848286,35854528,"hor_16_3(S1C16H1L,S1C1/5/19H1L)",hor,αSat-Inactive,6242
chr16,35854528,37793352,hor_16_4(S1C16H1L),hor,αSat-Active,1938824
chr16,37793352,37829521,"hor_16_5(S1C16H1L,S1C1/5/19H1L)",hor,αSat-Inactive,36169
chr16,37829521,37841225,"hor_16_6(S2C16H2-B,A)",hor,αSat-Inactive,11704
chr16,37841225,37851967,hor_16_7(S2C16H2-B),hor,αSat-Inactive,10742
chr16,37851967,37858009,ct_16_41,ct,NonSat,6042
chr16,37858009,37863882,dhor_16_4(SF2),dhor,αSat-Other,5873
chr16,37863882,37867244,dhor_16_5(S2CMH4d),dhor,αSat-Other,3362
chr16,37867244,37892864,hsat2_16_5(B),hsat2,HSat2,25620
chr16,37892864,37916494,ct_16_42,ct,NonSat,23630
chr16,37916494,37952082,hsat2_16_6(B),hsat2,HSat2,35588
chr16,37952082,37974678,ct_16_43,ct,NonSat,22596
chr16,37974678,37997693,hsat2_16_7(B),hsat2,HSat2,23015
chr16,37997693,38014959,ct_16_44,ct,NonSat,17266
chr16,38014959,38017447,censat_16_29(rnd-6_family-4384),censat,OtherSat,2488
chr16,38017447,38028998,ct_16_45,ct,NonSat,11551
chr16,38028998,38213677,mon_16_6,mon,αSat-Other,184679
chr16,38213677,38214097,ct_16_46,ct,NonSat,420
chr16,38214097,38214897,censat_16_30(SST1_Composite),censat,OtherSat,800
chr16,38214897,38332941,ct_16_47,ct,NonSat,118044
chr16,38332941,38342053,censat_16_31(SST1_Composite),censat,OtherSat,9112
chr16,38342053,38342360,ct_16_48,ct,NonSat,307
chr16,38342360,38373039,mon_16_7,mon,αSat-Other,30679
chr16,38373039,38382785,censat_16_32(5S),censat,OtherSat,9746
chr16,38382785,38392323,ct_16_49,ct,NonSat,9538
chr16,38392323,38394564,censat_16_33(5S),censat,OtherSat,2241
chr16,38394564,38405092,hsat4_16_1(HSat4),hsat4,OtherSat,10528
chr16,38405092,38413478,ct_16_50,ct,NonSat,8386
chr16,38413478,38417827,hsat4_16_2(HSat4),hsat4,OtherSat,4349
chr16,38417827,38432871,mon_16_8,mon,αSat-Other,15044
chr16,38432871,38445237,hsat4_16_3(HSat4),hsat4,OtherSat,12366
chr16,38445237,38479465,mon_16_9,mon,αSat-Other,34228
chr16,38479465,38555940,ct_16_51,ct,NonSat,76475
chr16,38555940,38573057,bsat_16_6,bsat,βSat,17117
chr16,38573057,38599608,ct_16_52,ct,NonSat,26551
chr16,38599608,38600382,censat_16_34(rnd-1_family-1),censat,OtherSat,774
chr16,38600382,38630731,ct_16_53,ct,NonSat,30349
chr16,38630731,38634286,bsat_16_7,bsat,βSat,3555
chr16,38634286,38677908,ct_16_54,ct,NonSat,43622
chr16,38677908,38680406,bsat_16_8,bsat,βSat,2498
chr16,38680406,38699158,ct_16_55,ct,NonSat,18752
