Gene,Transcript,Chrom,Start,End,Strand,Offset,Is_ATAC_High,ATAC_Ave,TPM_Ave,TPM_1,TPM_2,TPM_3,TPM_Quantile
ENSG00000173237.5,ENST00000683896.1,chr11,66975304,66977009,+,27,True,3.3960478,0.030761,0.092283,0.0,0.0,Q1
ENSG00000173227.14,ENST00000527043.6,chr11,67023134,67050863,+,16356,True,11.172674,0.47408766666666663,1.007714,0.22192,0.192629,Q2
ENSG00000173156.7,ENST00000308831.7,chr11,67056847,67072017,+,0,True,17.301998,111.19622133333333,133.325737,103.025081,97.237846,Q5
ENSG00000173120.15,ENST00000529006.7,chr11,67119263,67258082,+,0,True,14.441082,8.245460333333334,8.363819,8.271093,8.101469,Q4
ENSG00000173020.11,ENST00000308595.10,chr11,67266473,67286556,+,0,True,9.062897,30.433243,29.398285,28.945389,32.956055,Q5
ENSG00000172932.16,ENST00000511455.7,chr11,67289303,67302484,+,3,True,18.799055,15.111332666666668,14.135868,15.74111,15.45702,Q4
ENSG00000172830.13,ENST00000308127.9,chr11,67303530,67312592,+,52,True,21.358648,20.520303666666667,24.506446,21.25064,15.803825,Q4
ENSG00000175482.9,ENST00000530584.5,chr11,67351548,67353518,-,3454,True,14.13308,15.813374999999999,15.834567,15.322374,16.283184,Q4
ENSG00000256514.1,ENST00000543494.1,chr11,67351572,67373584,-,0,True,24.035496,41.04693266666666,44.575803,34.695356,43.869639,Q5
ENSG00000175505.11,ENST00000312438.8,chr11,67364168,67373598,-,579,True,24.154167,12.561114666666667,9.611887,13.752397,14.31906,Q4
ENSG00000172613.8,ENST00000307980.7,chr11,67391986,67398410,+,74115,True,7.7418513,3.0689706666666665,3.975072,3.508637,1.723203,Q3
ENSG00000172531.16,ENST00000376745.9,chr11,67398183,67401858,-,19325,True,15.807727,150.49482033333334,140.54485,158.694528,152.245083,Q5
ENSG00000175463.12,NoTrans,chr11,67403915,67410089,+,0,False,1.4597528,0.0,0.0,0.0,0.0,NoTrans
ENSG00000172508.11,ENST00000307823.7,chr11,67415678,67425607,+,710,True,2.3232942,0.017055999999999998,0.0,0.012294,0.038874,Q1
ENSG00000175634.15,ENST00000312629.10,chr11,67428494,67435401,+,34,True,10.556512,30.685655999999998,30.913899,33.058263,28.084806,Q5
ENSG00000213402.3,NoTrans,chr11,67435510,67437682,-,0,True,2.1889536,0.0,0.0,0.0,0.0,NoTrans
ENSG00000172725.14,ENST00000393893.5,chr11,67438048,67443821,-,0,True,6.9019804,48.08016366666667,47.93353,46.894176,49.412785,Q5
ENSG00000175514.2,NoTrans,chr11,67451301,67452729,-,0,False,1.1757604,0.0,0.0,0.0,0.0,NoTrans
ENSG00000175544.14,ENST00000325656.7,chr11,67455354,67461752,+,2948,False,1.2424824,0.14893466666666666,0.062377,0.128733,0.255694,Q1
ENSG00000172663.9,ENST00000545682.5,chr11,67464353,67469239,-,33,True,10.481697,14.800134333333332,20.202611,14.985999,9.211793,Q4
ENSG00000110711.11,ENST00000279146.8,chr11,67483026,67491103,+,14852,True,10.683808,39.823647,41.756062,35.827424,41.887455,Q5
ENSG00000110697.13,ENST00000534749.5,chr11,67491768,67504369,-,1894,True,6.203003,17.467477333333335,19.783465,16.89769,15.721277,Q4
ENSG00000167797.8,ENST00000301488.8,chr11,67506497,67508162,-,487,True,31.347996,29.995194666666666,29.582218,28.83262,31.570746,Q5
ENSG00000167791.14,NoTrans,chr11,67518912,67524517,-,0,False,1.5040603,0.0,0.0,0.0,0.0,NoTrans
ENSG00000084207.18,ENST00000398606.10,chr11,67583812,67586653,+,70,True,23.071392,2910.7076063333334,2941.961936,2883.280397,2906.880486,Q5
ENSG00000167792.13,ENST00000322776.11,chr11,67606936,67612554,+,1283,True,10.628461,113.23332733333332,152.824332,98.170525,88.705125,Q5
ENSG00000167799.10,ENST00000376693.3,chr11,67627938,67629937,-,0,True,15.707674,21.76614066666667,35.998762,16.228064,13.071596,Q5
ENSG00000167800.10,NoTrans,chr11,67631303,67639763,-,0,True,3.5348785,0.0,0.0,0.0,0.0,NoTrans
ENSG00000132744.8,NoTrans,chr11,67642555,67650730,-,0,False,0.7918685,0.0,0.0,0.0,0.0,NoTrans
ENSG00000132746.16,ENST00000673966.2,chr11,67662155,67674623,-,6601,True,2.0220256,1.6042430000000003,3.471074,1.122953,0.218702,Q2
ENSG00000110057.9,ENST00000227471.7,chr11,67991100,68004097,-,885,True,9.179222,29.177099666666663,34.222355,28.797009,24.511935,Q5
ENSG00000006534.17,ENST00000342456.11,chr11,68010327,68029276,+,1749,True,19.798117,11.304932333333333,16.080099,10.840751,6.993947,Q4
ENSG00000110717.13,ENST00000313468.10,chr11,68030681,68036644,+,64,True,17.87511,100.97423299999998,127.867725,88.1976,86.857374,Q5
ENSG00000110719.11,ENST00000530063.1,chr11,68050046,68050821,+,11021,False,1.4048257,7.304924666666667,8.339199,3.784383,9.791192,Q3
ENSG00000110721.12,ENST00000265689.9,chr11,68052859,68121388,-,56,True,13.116673,3.7876703333333333,3.947035,4.406336,3.00964,Q3
ENSG00000110066.16,ENST00000304363.9,chr11,68154863,68213296,-,556,True,8.150401,4.108056666666666,3.874488,3.780189,4.669493,Q3
ENSG00000171067.11,ENST00000304271.11,chr11,68261338,68271973,-,28,True,17.307968,22.37885233333333,23.496433,23.146928,20.493196,Q5
ENSG00000162337.12,ENST00000294304.12,chr11,68312591,68449275,+,0,True,7.3184133,13.954234999999999,14.986612,15.304815,11.571278,Q4
ENSG00000110075.15,ENST00000393800.7,chr11,68460752,68615334,+,21,True,24.750662,8.113865333333335,7.550937,7.859452,8.931207,Q4
ENSG00000069482.7,NoTrans,chr11,68683779,68691175,+,0,False,1.0875881,0.0,0.0,0.0,0.0,NoTrans
ENSG00000132749.11,ENST00000443940.6,chr11,68736132,68751467,-,53,True,3.90375,1.2834936666666665,1.604609,1.017998,1.227874,Q2
ENSG00000110090.13,ENST00000265641.10,chr11,68754883,68841916,-,2494,True,7.842459,37.82857766666667,25.035313,42.976524,45.473896,Q5
ENSG00000197345.13,ENST00000362034.7,chr11,68891278,68903832,-,3,True,9.498529,67.88490866666668,77.221822,64.88119,61.551714,Q5
ENSG00000132740.10,ENST00000255078.8,chr11,68903891,68940601,+,28,True,9.525129,4.155166333333334,4.348274,3.734823,4.382402,Q3
ENSG00000172938.3,NoTrans,chr11,68980021,68980986,-,0,False,1.0761927,0.0,0.0,0.0,0.0,NoTrans
ENSG00000172935.9,ENST00000309099.7,chr11,69004398,69013246,-,136,False,1.6712481,0.007868333333333333,0.0,0.023605,0.0,Q1
ENSG00000162341.18,ENST00000294309.8,chr11,69048932,69090597,+,0,True,9.67035,4.027287,3.589358,4.734946,3.757557,Q3
ENSG00000287725.2,ENST00000637084.1,chr11,69072915,69162440,+,0,False,0.93502647,0.21722933333333336,0.330421,0.18548,0.135787,Q2
ENSG00000284713.2,ENST00000686237.1,chr11,69155935,69162440,+,457,True,2.360105,0.004863,0.014589,0.0,0.0,Q1
ENSG00000172927.9,ENST00000441339.3,chr11,69294155,69297287,+,4,True,4.520821,3.4282299999999997,3.010752,3.643514,3.630424,Q3
ENSG00000110092.4,ENST00000227507.3,chr11,69641156,69654474,+,0,True,9.367839,61.73362433333333,45.169419,81.0745,58.956954,Q5
ENSG00000149716.13,ENST00000279147.9,chr11,69665563,69675353,-,63,True,11.362769,6.3030816666666665,6.6232,5.380907,6.905138,Q3
ENSG00000162344.4,NoTrans,chr11,69698238,69704022,-,0,False,0.79855174,0.0,0.0,0.0,0.0,NoTrans
ENSG00000075388.4,NoTrans,chr11,69771022,69775341,-,0,False,1.0074413,0.0,0.0,0.0,0.0,NoTrans
ENSG00000186895.4,NoTrans,chr11,69809968,69819416,-,0,False,0.85779715,0.0,0.0,0.0,0.0,NoTrans
ENSG00000131620.18,ENST00000355303.10,chr11,70078317,70189530,+,92410,False,1.5567597,6.960661333333334,4.734646,7.946437,8.200901,Q3
ENSG00000168040.5,ENST00000301838.5,chr11,70203296,70207390,+,0,True,11.830318,23.432616,23.103185,24.357935,22.836728,Q5
ENSG00000131626.19,ENST00000253925.12,chr11,70270690,70384396,+,0,True,21.46604,10.915557333333332,8.165316,12.458629,12.122727,Q4
ENSG00000085733.16,ENST00000301843.13,chr11,70398529,70436575,+,125,True,17.633062,66.695487,73.177772,74.020033,52.888656,Q5
ENSG00000162105.21,ENST00000426687.2,chr11,70492432,70698769,-,553808,False,0.5031469,0.2940686666666667,0.0,0.0,0.882206,Q2
ENSG00000172893.18,ENST00000355527.8,chr11,71434411,71448393,-,4475,True,17.20156,52.75130333333334,57.513843,71.66483,29.075237,Q5
ENSG00000172890.13,ENST00000319023.7,chr11,71453203,71501816,+,94,True,9.556816,18.375290333333336,18.527733,19.965211,16.632927,Q4
ENSG00000244411.4,NoTrans,chr11,71527267,71528669,+,0,False,0.87802374,0.0,0.0,0.0,0.0,NoTrans
ENSG00000241233.4,NoTrans,chr11,71538025,71539209,+,0,False,0.84860283,0.0,0.0,0.0,0.0,NoTrans
ENSG00000254997.4,ENST00000528743.4,chr11,71548420,71549608,+,0,False,1.2455325,0.015067666666666667,0.045203,0.0,0.0,Q1
ENSG00000204572.10,NoTrans,chr11,71565563,71566735,+,0,False,0.7024872,0.0,0.0,0.0,0.0,NoTrans
ENSG00000204571.7,NoTrans,chr11,71581855,71603353,-,0,False,1.1991249,0.0,0.0,0.0,0.0,NoTrans
ENSG00000289716.1,ENST00000696864.1,chr11,71806230,71928455,-,201,True,16.014975,0.03646766666666667,0.0,0.027362,0.082041,Q1
ENSG00000184276.3,NoTrans,chr11,71833200,71837710,+,0,False,0.7079446,0.0,0.0,0.0,0.0,NoTrans
ENSG00000254469.11,ENST00000532852.5,chr11,71865509,71918957,-,9697,False,0.6604275,0.17758633333333332,0.156251,0.376508,0.0,Q2
ENSG00000225805.4,NoTrans,chr11,71878453,71884561,+,0,False,0.482281,0.0,0.0,0.0,0.0,NoTrans
ENSG00000137522.18,ENST00000361756.8,chr11,71929046,71997597,+,28,True,16.038351,7.049714666666667,6.587361,5.782504,8.779279,Q3
ENSG00000137496.19,ENST00000698839.1,chr11,71998918,72007315,+,305,False,1.6996113,0.539457,0.399141,0.559287,0.659943,Q2
ENSG00000137497.19,ENST00000393695.8,chr11,72002864,72080542,-,151,True,25.083355,14.011185,12.395715,16.148693,13.489147,Q4
ENSG00000184154.16,ENST00000289488.8,chr11,72080850,72096895,+,513,True,24.649067,0.8405576666666666,0.654075,0.97846,0.889138,Q2
ENSG00000284922.2,ENST00000544409.5,chr11,72080859,72110782,+,528,True,24.621387,0.049649,0.091503,0.0,0.057444,Q1
ENSG00000149357.10,ENST00000278671.10,chr11,72097292,72103297,-,0,True,12.305305,82.69248166666667,74.324586,87.752269,86.00059,Q5
ENSG00000284844.2,NoTrans,chr11,72105924,72109596,+,0,False,0.8902936,0.0,0.0,0.0,0.0,NoTrans
ENSG00000110200.9,ENST00000227618.9,chr11,72109587,72112695,-,85,True,29.408833,12.827789333333333,15.485877,12.79336,10.204131,Q4
ENSG00000110203.10,ENST00000622388.4,chr11,72114869,72139628,+,0,False,0.67444885,3.8294106666666665,1.011083,1.246003,9.231146,Q3
ENSG00000110195.14,ENST00000393676.5,chr11,72192140,72196299,+,2582,True,3.4589717,0.430048,0.663787,0.24272,0.383637,Q2
ENSG00000165457.15,NoTrans,chr11,72216601,72221950,+,0,False,0.82501894,0.0,0.0,0.0,0.0,NoTrans
ENSG00000165458.15,ENST00000538751.5,chr11,72227881,72239105,+,4180,True,2.020166,12.727731666666665,12.119644,13.373705,12.689846,Q4
ENSG00000165462.5,NoTrans,chr11,72239077,72245664,-,0,False,1.0452317,0.0,0.0,0.0,0.0,NoTrans
ENSG00000162129.15,ENST00000340729.9,chr11,72293303,72434534,-,146,True,11.865831,5.498537,4.640039,6.556356,5.299216,Q3
ENSG00000186642.16,ENST00000444035.6,chr11,72576142,72642460,-,32131,True,7.0595303,0.3499623333333333,0.0,0.553368,0.496519,Q2
ENSG00000186635.15,ENST00000455638.6,chr11,72685070,72700088,-,93511,True,4.934292,12.104590666666667,13.943643,10.055364,12.314765,Q4
ENSG00000214530.10,ENST00000537947.5,chr11,72755016,72781893,-,12154,True,5.1514673,10.882332333333332,14.586701,5.974076,12.08622,Q4
ENSG00000168010.11,ENST00000540222.5,chr11,72822439,72829598,+,8033,True,3.6277127,1.010104,2.29895,0.731362,0.0,Q2
ENSG00000137478.15,ENST00000409418.9,chr11,72836745,73142318,-,0,True,13.346235,2.804624,1.61838,2.100514,4.694978,Q3
ENSG00000175591.12,ENST00000393597.7,chr11,73218281,73242427,+,0,True,9.385885,8.82976,7.791419,12.640884,6.056977,Q4
ENSG00000171631.16,ENST00000679753.1,chr11,73264505,73305103,+,7,False,1.2311585,0.15561000000000003,0.144319,0.179514,0.142997,Q1
ENSG00000110237.5,ENST00000263674.4,chr11,73308276,73369388,+,0,True,24.735575,2.202674333333333,1.748626,2.846138,2.013259,Q3
ENSG00000054967.13,ENST00000393580.2,chr11,73376668,73396640,+,269,True,18.461683,2.990406,2.539607,3.192525,3.239086,Q3
ENSG00000054965.11,ENST00000356467.5,chr11,73400487,73598112,-,77,True,24.294893,4.499253666666667,3.999952,4.796956,4.700853,Q3
ENSG00000021300.14,ENST00000354190.10,chr11,73646581,73662819,+,403,False,1.2973046,0.06209833333333334,0.051267,0.0,0.135028,Q1
ENSG00000175582.20,ENST00000336083.8,chr11,73675638,73761074,-,63,True,22.15,46.871643000000006,34.968474,54.704749,50.941706,Q5
ENSG00000175581.14,ENST00000542303.5,chr11,73787909,73864602,+,37,True,12.691735,13.488042,10.729914,14.520977,15.213235,Q4
ENSG00000181924.7,ENST00000355693.5,chr11,73872667,73876846,-,55,True,17.111452,61.95767133333334,69.277004,62.267883,54.328127,Q5
ENSG00000175575.13,ENST00000376384.9,chr11,73887063,73927734,+,10364,False,0.3466243,9.98504,12.241339,7.628343,10.085438,Q4
ENSG00000187726.9,ENST00000542350.5,chr11,73964843,73970238,+,13817,True,5.7794924,0.10359233333333333,0.150701,0.0,0.160076,Q1
ENSG00000175567.11,NoTrans,chr11,73974672,73982843,-,0,False,0.82744783,0.0,0.0,0.0,0.0,NoTrans
ENSG00000175564.13,ENST00000314032.9,chr11,74000277,74009085,-,0,False,0.8627584,0.123683,0.05615,0.175875,0.139024,Q1
ENSG00000168014.18,ENST00000680718.1,chr11,74128054,74171002,-,208,True,34.392944,4.3052063333333335,4.094579,5.077239,3.743801,Q3
ENSG00000214517.10,ENST00000328257.13,chr11,74171289,74254703,+,22,True,35.29018,40.11247566666666,42.056598,41.031212,37.249617,Q5
ENSG00000149380.12,ENST00000532689.6,chr11,74259841,74269669,-,41971,True,4.6773963,0.04242066666666666,0.0,0.0,0.127262,Q1
ENSG00000165434.8,ENST00000298198.5,chr11,74330316,74398433,-,0,True,16.054754,0.798024,0.489075,0.869635,1.035362,Q2
ENSG00000175538.11,ENST00000310128.9,chr11,74454841,74467549,-,180,False,0.76419413,0.01097,0.0,0.016028,0.016882,Q1
ENSG00000175536.7,ENST00000310109.5,chr11,74490519,74493724,-,0,True,27.758577,0.8256070000000001,0.79328,0.81832,0.865221,Q2
ENSG00000077514.9,ENST00000263681.7,chr11,74592582,74643076,+,98731,True,8.115259,5.053293333333333,5.012384,5.522388,4.625108,Q3
ENSG00000054938.17,NoTrans,chr11,74696429,74731426,-,0,False,0.96934414,0.0,0.0,0.0,0.0,NoTrans
ENSG00000166439.6,ENST00000299563.5,chr11,74748849,74842413,+,0,True,17.347202,4.756122,3.346059,5.446399,5.475908,Q3
ENSG00000166435.17,ENST00000531849.5,chr11,74840931,74949200,-,0,True,14.175589,1.6157709999999998,1.012523,2.318341,1.516449,Q2
ENSG00000118363.13,ENST00000532972.5,chr11,74949265,74977087,+,4,True,14.177549,35.31072633333333,27.573467,41.187532,37.17118,Q5
ENSG00000162139.10,ENST00000294064.9,chr11,74988933,75010907,+,654,True,11.165656,3.8076593333333335,3.386113,4.439732,3.597133,Q3
ENSG00000171561.4,ENST00000641931.1,chr11,75081753,75096876,-,0,False,0.48345095,0.026751666666666663,0.011342,0.051016,0.017897,Q1
ENSG00000137491.15,ENST00000454962.6,chr11,75151213,75206102,+,50650,True,2.4126835,0.02030466666666667,0.04571,0.015204,0.0,Q1
ENSG00000261594.4,NoTrans,chr11,75240774,75243704,+,0,False,1.8397382,0.0,0.0,0.0,0.0,NoTrans
ENSG00000137486.17,ENST00000420843.7,chr11,75260122,75351661,-,44,True,5.4875855,0.23216166666666663,0.275122,0.26197,0.159393,Q2
ENSG00000149273.15,ENST00000524851.5,chr11,75399543,75404994,+,28,True,8.470992,1317.2210166666666,1345.496297,1359.344303,1246.82245,Q5
ENSG00000149243.17,NoTrans,chr11,75422394,75433203,-,0,True,2.3685844,0.0,0.0,0.0,0.0,NoTrans
ENSG00000158555.15,ENST00000533805.5,chr11,75434641,75449940,-,76001,False,1.1833276,0.894,1.879652,0.0,0.802348,Q2
ENSG00000149257.16,ENST00000358171.8,chr11,75562253,75572783,+,197,True,14.41024,37.764046666666665,45.533894,32.114484,35.643762,Q5
ENSG00000171533.12,NoTrans,chr11,75586918,75669038,-,0,False,0.63185793,0.0,0.0,0.0,0.0,NoTrans
ENSG00000166391.15,ENST00000525093.5,chr11,75717889,75731286,+,51,False,1.6981302,0.010421666666666668,0.0,0.031265,0.0,Q1
ENSG00000062282.15,ENST00000228027.12,chr11,75768778,75801534,+,9266,True,7.609307,3.216415,3.402594,2.965789,3.280862,Q3
ENSG00000198382.9,ENST00000528420.5,chr11,75838944,76141794,+,23734,False,0.42719805,2.1572823333333333,0.0,3.559948,2.911899,Q3
ENSG00000085741.14,ENST00000322563.8,chr11,76186325,76206502,-,4234,True,5.2307897,0.009401333333333333,0.0,0.0,0.028204,Q1
ENSG00000137492.9,ENST00000682527.1,chr11,76349898,76380628,-,504,True,15.676134,18.465532,16.211292,18.407301,20.778003,Q4
ENSG00000179240.13,ENST00000607673.2,chr11,76381348,76392905,+,45,True,15.098227,0.32462966666666665,0.346905,0.393987,0.232997,Q2
ENSG00000158636.17,ENST00000531793.1,chr11,76545948,76550006,+,101025,False,0.32085875,1.4950126666666668,1.886168,0.500887,2.097983,Q2
ENSG00000137507.11,NoTrans,chr11,76657524,76670747,-,0,False,1.0576873,0.0,0.0,0.0,0.0,NoTrans
ENSG00000182704.8,ENST00000333090.5,chr11,76783356,76798144,+,1105,True,13.534665,25.828226666666666,26.798001,24.863825,25.822854,Q5
ENSG00000078124.13,ENST00000532485.6,chr11,76860918,77026797,+,59,True,16.848312,6.226702,5.646858,6.509278,6.52397,Q3
ENSG00000198488.10,ENST00000622824.1,chr11,77034398,77041973,+,0,False,1.0450042,0.021028333333333333,0.0,0.020916,0.042169,Q1
ENSG00000149260.18,ENST00000648180.1,chr11,77066971,77126155,+,10,True,10.047623,0.29474700000000004,0.38787,0.298364,0.198007,Q2
ENSG00000254550.1,NoTrans,chr11,77102840,77103331,+,0,False,1.3337992,0.0,0.0,0.0,0.0,NoTrans
ENSG00000137474.23,ENST00000458169.2,chr11,77179825,77215238,+,51579,False,1.0670749,0.18011466666666665,0.209264,0.146052,0.185028,Q2
ENSG00000178795.10,NoTrans,chr11,77216558,77301687,-,0,False,0.31826216,0.0,0.0,0.0,0.0,NoTrans
ENSG00000149269.10,ENST00000356341.8,chr11,77322017,77474094,-,541,True,4.371748,14.078327666666667,12.254634,15.356901,14.623448,Q4
ENSG00000178301.4,ENST00000313578.4,chr11,77589953,77610356,+,562,True,10.6621275,0.14001,0.083407,0.278021,0.058602,Q1
ENSG00000074201.9,ENST00000263309.7,chr11,77616195,77637751,-,43,True,10.935099,47.65252533333333,53.926204,45.195212,43.83616,Q5
ENSG00000048649.14,ENST00000308488.11,chr11,77660009,77820722,-,147,True,16.28601,2.6678526666666667,2.425485,2.903022,2.675051,Q3
ENSG00000087884.16,ENST00000393427.7,chr11,77821144,77872352,+,35,True,15.893156,6.1411826666666665,7.271086,6.418184,4.734278,Q3
ENSG00000149262.19,ENST00000534064.6,chr11,77878720,77994668,-,47,True,23.95961,7.912646333333334,6.049405,8.071543,9.616991,Q4
ENSG00000151364.17,ENST00000353172.6,chr11,78015715,78023276,-,22915,True,2.9579744,4.5800003333333335,7.206303,4.767199,1.766499,Q3
ENSG00000259112.2,ENST00000530054.1,chr11,78017046,78079865,-,0,True,5.442716,5.646838333333332,5.794409,5.283669,5.862437,Q3
ENSG00000151365.2,NoTrans,chr11,78063861,78068351,+,0,False,0.9052301,0.0,0.0,0.0,0.0,NoTrans
ENSG00000151366.13,ENST00000525085.1,chr11,78069858,78079819,-,43,True,5.488598,50.882474333333334,68.589391,45.365085,38.692947,Q5
ENSG00000159063.14,ENST00000299626.10,chr11,78100946,78139626,-,34,True,13.6496,13.820084666666666,14.613778,15.275521,11.570955,Q4
ENSG00000188997.8,ENST00000340067.4,chr11,78171249,78188626,-,0,True,25.895363,6.218638666666666,5.624452,6.122882,6.908582,Q3
ENSG00000118369.13,ENST00000526425.1,chr11,78198970,78214707,+,10158,False,1.2929538,2.724892666666667,2.532861,3.278641,2.363176,Q3
ENSG00000033327.13,ENST00000340149.6,chr11,78215297,78341880,-,76468,False,0.24059659,1.0141363333333333,0.0,0.0,3.042409,Q2
ENSG00000137513.11,ENST00000695342.1,chr11,78435976,78574842,-,352,True,11.10506,4.334649,5.794649,5.973179,1.236119,Q3
ENSG00000149256.16,ENST00000527736.5,chr11,79069942,79215909,-,225121,False,0.51234597,1.3810793333333333,1.35493,2.788308,0.0,Q2
ENSG00000182103.5,NoTrans,chr11,82729940,82733864,-,0,False,0.44312555,0.0,0.0,0.0,0.0,NoTrans
ENSG00000137509.12,ENST00000393399.6,chr11,82824368,82900430,-,70154,True,20.4043,16.418845666666666,20.27744,16.911517,12.06758,Q4
ENSG00000165490.13,ENST00000329143.4,chr11,82914689,82934655,+,14714,False,0.2663322,0.457869,1.281901,0.0,0.091706,Q2
ENSG00000137502.10,ENST00000533014.5,chr11,82982089,82992383,-,79540,False,0.39720967,0.22049666666666667,0.0,0.66149,0.0,Q2
ENSG00000165494.12,ENST00000690938.1,chr11,83157131,83185794,+,143,True,42.73232,9.248803,7.10231,9.653885,10.990214,Q4
ENSG00000137494.14,ENST00000393389.7,chr11,83193739,83215200,+,27,True,17.318449,1.4079953333333333,1.014953,1.981445,1.227588,Q2
ENSG00000137500.10,ENST00000529745.5,chr11,83261757,83286210,-,180,True,26.048925,12.869125666666667,13.389245,12.441371,12.776761,Q4
ENSG00000150672.19,ENST00000706206.1,chr11,85590065,85627956,-,379,True,22.076124,0.2309763333333333,0.342307,0.251231,0.099391,Q2
ENSG00000171204.13,ENST00000529197.1,chr11,85628605,85636510,+,32,True,21.805243,16.282863000000003,18.225536,17.676587,12.946466,Q4
ENSG00000171202.7,ENST00000304511.7,chr11,85647967,85656542,+,0,True,14.221844,30.59756833333334,29.665269,33.430911,28.696525,Q5
ENSG00000137504.15,ENST00000527447.2,chr11,85657990,85665129,-,17779,True,11.958545,5.1518,4.354855,6.941331,4.159214,Q3
ENSG00000179071.5,NoTrans,chr11,85683848,85686195,-,0,False,1.127016,0.0,0.0,0.0,0.0,NoTrans
ENSG00000137501.18,ENST00000316356.8,chr11,85694275,85811129,-,30,True,7.548399,0.39252166666666666,0.0,0.903815,0.27375,Q2
ENSG00000150676.13,NoTrans,chr11,85855101,85920021,+,0,True,13.797131,0.0,0.0,0.0,0.0,NoTrans
ENSG00000073921.18,ENST00000532317.5,chr11,85957684,86069059,-,823,True,21.452204,39.581304333333335,33.520421,40.320389,44.903103,Q5
ENSG00000074266.23,ENST00000673233.2,chr11,86245050,86278810,+,43838,True,12.369719,4.782593333333334,2.621965,5.753937,5.971878,Q3
ENSG00000149196.17,ENST00000278483.8,chr11,86302240,86345943,+,29,True,13.892405,32.513621666666666,35.468088,32.810956,29.261821,Q5
ENSG00000149201.10,ENST00000354755.5,chr11,86374736,86423108,+,0,False,0.39162707,0.04623666666666667,0.079309,0.059401,0.0,Q1
ENSG00000151376.18,ENST00000393324.7,chr11,86441108,86672198,-,438,False,0.8114109,0.03732866666666667,0.111986,0.0,0.0,Q1
ENSG00000150687.12,ENST00000280258.6,chr11,86800542,86811233,+,9483,True,4.540365,2.9526023333333336,1.522688,2.900755,4.434364,Q3
ENSG00000174804.4,ENST00000531380.2,chr11,86945679,86955395,-,0,True,20.405373,1.0984776666666667,1.156147,1.054625,1.084661,Q2
ENSG00000166575.17,ENST00000340353.11,chr11,87037844,87323758,+,0,True,22.215597,5.813456666666667,6.494545,6.105761,4.840064,Q3
ENSG00000123892.12,ENST00000243662.11,chr11,88113251,88175443,-,0,True,15.979006,25.069066666666668,20.649516,27.567001,26.990683,Q5
ENSG00000109861.17,ENST00000227266.10,chr11,88293592,88337736,-,21948,True,15.939762,76.71612499999999,62.912912,87.350775,79.884688,Q5
ENSG00000168959.15,ENST00000455756.6,chr11,88504576,89063648,-,2334,False,1.0470986,0.0040030000000000005,0.012009,0.0,0.0,Q1
ENSG00000077498.9,NoTrans,chr11,89177875,89295759,+,0,False,0.70234245,0.0,0.0,0.0,0.0,NoTrans
ENSG00000086991.13,ENST00000375979.7,chr11,89326756,89491246,-,6941,False,0.57369465,0.025041666666666667,0.0,0.0,0.075125,Q1
ENSG00000214414.9,NoTrans,chr11,89710299,89717872,+,0,False,0.3492315,0.0,0.0,0.0,0.0,NoTrans
ENSG00000168930.13,NoTrans,chr11,89797655,89808575,-,0,False,0.58044255,0.0,0.0,0.0,0.0,NoTrans
ENSG00000189253.8,NoTrans,chr11,89870438,89878487,-,0,False,0.25989658,0.0,0.0,0.0,0.0,NoTrans
ENSG00000223417.9,ENST00000420869.3,chr11,89911409,89922245,-,0,False,0.4116433,0.17614,0.187644,0.093752,0.247024,Q2
ENSG00000233802.8,NoTrans,chr11,89924064,89933063,+,0,False,0.32418922,0.0,0.0,0.0,0.0,NoTrans
ENSG00000204450.9,NoTrans,chr11,89966037,89974072,+,0,False,0.18906532,0.0,0.0,0.0,0.0,NoTrans
ENSG00000204449.3,NoTrans,chr11,90031106,90042025,+,0,False,0.6253402,0.0,0.0,0.0,0.0,NoTrans
ENSG00000255009.4,NoTrans,chr11,90085950,90087131,+,0,False,0.6069874,0.0,0.0,0.0,0.0,NoTrans
ENSG00000077616.11,ENST00000526637.1,chr11,90135064,90149107,+,3549,False,0.54513186,0.04845866666666667,0.0,0.145376,0.0,Q1
ENSG00000110172.12,ENST00000457199.6,chr11,90201449,90223059,-,18,True,12.936362,6.6943893333333335,3.820731,6.819516,9.442921,Q3
ENSG00000165323.16,ENST00000533797.1,chr11,92844340,92896305,+,619522,False,1.5902025,0.015856666666666668,0.0,0.028868,0.018702,Q1
ENSG00000134640.3,NoTrans,chr11,92969651,92985066,+,0,False,0.4624488,0.0,0.0,0.0,0.0,NoTrans
ENSG00000180773.15,ENST00000534116.1,chr11,93154157,93182894,-,15097,False,0.16442005,5.617764,3.902482,4.173509,8.777301,Q3
ENSG00000165325.15,NoTrans,chr11,93329971,93438487,+,0,False,0.5213044,0.0,0.0,0.0,0.0,NoTrans
ENSG00000166002.7,ENST00000525141.1,chr11,93478472,93499351,-,44040,False,0.9052517,0.8522753333333334,1.723601,0.0,0.833225,Q2
ENSG00000166004.15,ENST00000325212.11,chr11,93661682,93730358,+,0,True,13.47827,1.0666473333333333,0.605304,1.61985,0.974788,Q2
ENSG00000166012.17,ENST00000393259.6,chr11,93730281,93736741,-,47650,False,1.1275179,62.06420166666666,75.751635,49.999968,60.441002,Q5
ENSG00000182919.15,ENST00000331239.8,chr11,93741642,93763083,+,51,True,18.551195,1.4407440000000002,2.526168,0.0,1.796064,Q2
